id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-00815,11/08/2025,2025-09-22,Comercial,red,Media,Telefono,usuario134@lafortuna.com.co,Sin internet en el segundo piso,,Reabierto,2
TK-00585,09/05/2025,2025-06-10,Comercial,Viáticos,alta,Telefono,usuario052@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,0
TK-00044,28-Oct-2025,,Calidad,Vacaciones,Alta,formulario,usuario146@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-00722,01-Feb-2026,17-Feb-2026,Contabilidad,Viaticos,MEDIA,Telefono,usuario117@lafortuna.com.co,Necesito anticipo para comisión,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,1
TK-00146,2025-07-30,,Aplicaciones,SOFTWARE,alta,Telefono,usuario011@lafortuna.com.co,Error al guardar el formulario de ingreso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,3
TK-00756,2025-10-05,2025-11-06,Operaciones,Conectividad,ALTA,formulario,usuario164@lafortuna.com.co,Sin internet en el segundo piso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-00716,29-Dic-2025,,Contabilidad,ACCESOS,ALTA,Correo,usuario165@lafortuna.com.co,Solicito permiso al módulo de cartera,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-01430,2026-05-29,,Aplicaciones,equipos,MEDIA,Correo,usuario176@lafortuna.com.co,La impresora de la sede norte imprime rayada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00762,21/05/2025,,Compras,software,Baja,Telefono,usuario069@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01916,31-Ago-2025,,Calidad,Nómina,2-Media,Telefono,usuario160@lafortuna.com.co,Solicito certificado laboral con salario,,En proceso,
TK-01417,2025-08-13,,Contabilidad,ACCESOS,Crítica,correo,usuario047@lafortuna.com.co,Solicito permiso al módulo de cartera,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00749,2025-03-27,,Talento Humano,conectividad,alta,correo,usuario177@lafortuna.com.co,La VPN se desconecta cada media hora,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-00558,27/03/2026,2026-05-04,Calidad,Aplicaciones,2-Media,Teléfono,usuario142@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,CERRADO,0
TK-01753,14/05/2025,,Infraestructura,SOFTWARE,Baja,formulario,usuario019@lafortuna.com.co,Necesito que instalen el visor de planos,,en proceso,0
TK-01322,08/03/2025,,,Capacitación,3-Baja,formulario,usuario063@lafortuna.com.co,Necesito material del curso de la semana pasada,,Reabierto,3
TK-00826,22-Ene-2026,,Comercial,SOFTWARE,media,formulario,usuario090@lafortuna.com.co,La aplicación se cierra al generar el informe,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-00202,28-Sep-2025,,Comercial,otros,baja,Formulario web,usuario003@lafortuna.com.co,Pendiente por definir,,en proceso,0
TK-01803,29/08/2025,,Aplicaciones,Gestión de accesos,ALTA,formulario,usuario028@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00700,17/10/2025,22-Oct-2025,Comercial,Viáticos,CRITICA,Formulario web,usuario145@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-00952,01-Jun-2025,,Talento Humano,aplicaciones,MEDIA,Correo,usuario168@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00414,21/10/2025,2025-11-16,Compras,Incidentes,baja,Teléfono,usuario081@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-00540,26-Mar-2025,,Comercial,Otros,CRITICA,formulario,usuario090@lafortuna.com.co,Pendiente por definir,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,3
TK-00734,08/10/2025,2025-11-22,Infraestructura,viaticos,Critica,Mesa de ayuda,usuario079@lafortuna.com.co,Necesito anticipo para comisión,,Cerrado,0
TK-01332,03-Abr-2025,,Calidad,equipos,Critica,correo,usuario073@lafortuna.com.co,El teclado dejó de responder,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,2
TK-00156,01-Dic-2025,,Compras,Conectividad,Baja,Teléfono,usuario055@lafortuna.com.co,Muy lenta la conexión en la bodega,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-01415,06/12/2025,,Compras,VACACIONES,2-Media,Formulario web,usuario046@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01638,27-Dic-2025,16/01/2026,Compras,vacaciones,alta,Mesa de ayuda,usuario040@lafortuna.com.co,Me negaron las vacaciones solicitadas,,Cerrado,0
TK-01751,25-Ene-2025,14/02/2025,Infraestructura,hardware,2-Media,correo,usuario101@lafortuna.com.co,El teclado dejó de responder,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-00399,16-May-2025,2025-06-17,Infraestructura,hardware,1-Alta,Formulario web,usuario124@lafortuna.com.co,Solicito reposición de diadema dañada,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,0
TK-00603,2025-01-09,,Compras,Conectividad,ALTA,formulario,usuario093@lafortuna.com.co,Sin internet en el segundo piso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-00261,20-Sep-2025,,Operaciones,SOFTWARE,2-Media,Mesa de ayuda,,Aparece un mensaje de sesión expirada cada cinco minutos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-00175,02-Abr-2025,12/05/2025,Contabilidad,informes,Baja,Telefono,usuario125@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,0
TK-00552,11-Jun-2025,,Calidad,Aplicaciones,media,Mesa de ayuda,usuario167@lafortuna.com.co,La aplicación se cierra al generar el informe,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-01471,06/04/2025,13-May-2025,Compras,hardware,ALTA,Formulario web,usuario134@lafortuna.com.co,El portátil no enciende desde ayer,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01712,2025-05-22,28-Jun-2025,Operaciones,HARDWARE,Crítica,Telefono,usuario139@lafortuna.com.co,El teclado dejó de responder,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-01296,15/04/2026,,Aplicaciones,Aplicaciones,Baja,correo,usuario086@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,Reabierto,3
TK-00217,09-May-2026,2026-06-15,Operaciones,Informes,Media,Telefono,usuario047@lafortuna.com.co,El informe muestra cifras distintas al sistema,Se adjunta captura de pantalla del mensaje de error recibido.,En proceso,0
TK-00662,27-Ene-2025,,Aplicaciones,hardware,Alta,Telefono,usuario103@lafortuna.com.co,El teclado dejó de responder,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-00801,14-Jun-2026,,Aplicaciones,software,Baja,Formulario web,usuario100@lafortuna.com.co,La versión instalada no coincide con la del área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,reabierto,3
TK-00670,19/04/2025,,Compras,viáticos,Crítica,Mesa de ayuda,,Necesito anticipo para comisión,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01576,2025-03-07,,Calidad,Órdenes de compra,baja,Correo,usuario162@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,1
TK-01600,12-May-2025,,Compras,Reportes,Critica,Telefono,usuario174@lafortuna.com.co,El reporte no incluye la sede nueva,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-01715,26-Dic-2025,,Aplicaciones,Accesos,3-Baja,Telefono,usuario121@lafortuna.com.co,No puedo entrar al sistema Centrica,,En proceso,
TK-01914,2026-06-23,,Compras,Aplicaciones,Crítica,Teléfono,usuario105@lafortuna.com.co,Necesito que instalen el visor de planos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00644,20/03/2025,,Aplicaciones,RED,Alta,Teléfono,usuario172@lafortuna.com.co,Muy lenta la conexión en la bodega,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,
TK-00232,29/01/2025,,Calidad,Otros,alta,Telefono,usuario087@lafortuna.com.co,Solicitud varias,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01391,16/07/2025,,Compras,Viáticos,Alta,Mesa de ayuda,usuario039@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,,Escalado,0
TK-01301,23-Abr-2026,14/05/2026,Contabilidad,Incidente,media,Teléfono,,Pérdida de información en el módulo de inventario,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01192,2025-04-04,,Compras,hardware,1-Alta,Correo,usuario020@lafortuna.com.co,El teclado dejó de responder,,REABIERTO,
TK-00157,26/02/2025,,Contabilidad,Sin clasificar,baja,Teléfono,usuario040@lafortuna.com.co,Solicitud varias,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00113,24/09/2025,,Compras,Software,media,correo,usuario098@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-01532,2025-12-07,17-Dic-2025,Talento Humano,aplicaciones,MEDIA,Formulario web,usuario019@lafortuna.com.co,La versión instalada no coincide con la del área,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01356,03/02/2025,,Compras,Compras,Baja,Mesa de ayuda,usuario128@lafortuna.com.co,El proveedor no ha entregado lo solicitado,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,2
TK-00691,24-Mar-2026,,Talento Humano,Equipos,baja,Formulario web,usuario022@lafortuna.com.co,Solicito reposición de diadema dañada,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-00040,31/01/2025,,Compras,viaticos,3-Baja,Telefono,usuario054@lafortuna.com.co,Necesito anticipo para comisión,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Escalado,0
TK-00444,2026-05-23,,Aplicaciones,HARDWARE,1-Alta,Mesa de ayuda,usuario028@lafortuna.com.co,La impresora de la sede norte imprime rayada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00216,2025-01-20,,Talento Humano,hardware,Media,formulario,usuario056@lafortuna.com.co,El teclado dejó de responder,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00931,2026-06-20,,Contabilidad,equipos,3-Baja,correo,usuario167@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01857,29-Jul-2025,,Aplicaciones,Órdenes de compra,CRITICA,Teléfono,usuario162@lafortuna.com.co,Estado de la orden de compra 4471,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,1
TK-00666,2025-04-09,,Infraestructura,INCIDENTE,1-Alta,Correo,usuario156@lafortuna.com.co,Caída total del sistema en la sede principal,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01163,04/01/2026,,Infraestructura,ACCESOS,media,Teléfono,usuario035@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-01076,08-Jun-2025,,,RED,alta,Telefono,usuario084@lafortuna.com.co,No carga el sistema desde la sede sur,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00621,2025-01-18,2025-01-20,Operaciones,INCIDENTE,Baja,Telefono,usuario074@lafortuna.com.co,Se cayó el servicio de facturación,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,1
TK-00071,12/05/2026,01-Jun-2026,Infraestructura,VACACIONES,ALTA,Correo,usuario143@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,0
TK-00784,2025-10-15,,Contabilidad,equipos,MEDIA,formulario,usuario118@lafortuna.com.co,El portátil no enciende desde ayer,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-01772,17/03/2025,,Infraestructura,Nomina,Critica,Formulario web,usuario009@lafortuna.com.co,No me llegó el desprendible de pago,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01453,06/10/2025,,Aplicaciones,Capacitación,MEDIA,Mesa de ayuda,,Solicito capacitación en el módulo nuevo,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-00367,04-Mar-2026,,Contabilidad,Capacitación,Alta,formulario,usuario050@lafortuna.com.co,Solicito capacitación en el módulo nuevo,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,
TK-01531,30-Jun-2026,2026-08-12,Comercial,NOMINA,Baja,Mesa de ayuda,usuario141@lafortuna.com.co,No me llegó el desprendible de pago ,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01482,2026-03-15,,Talento Humano,aplicaciones,Baja,correo,usuario147@lafortuna.com.co,La aplicación se cierra al generar el informe,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,2
TK-01281,02/06/2026,15/06/2026,Calidad,SOFTWARE,3-Baja,Formulario web,usuario057@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-00766,13-Oct-2025,,Aplicaciones,Conectividad,Media,Mesa de ayuda,usuario071@lafortuna.com.co,No carga el sistema desde la sede sur,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-01111,31/12/2025,11-Ene-2026,Aplicaciones,Informes,2-Media,correo,usuario029@lafortuna.com.co,Solicito exportar el listado a Excel,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,1
TK-00039,31-May-2026,,Aplicaciones,OTROS,alta,Teléfono,usuario158@lafortuna.com.co,Solicitud varias,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-00302,03/10/2025,,Compras,Viáticos,1-Alta,Correo,usuario159@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-00946,2025-08-10,,Comercial,conectividad,CRITICA,Formulario web,usuario073@lafortuna.com.co,La VPN se desconecta cada media hora,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-00345,29/08/2025,,Operaciones,SOFTWARE,Baja,formulario,,Necesito que instalen el visor de planos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-01022,10/04/2025,,Compras,Viáticos,Alta,correo,usuario112@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,,reabierto,3
TK-00868,28/11/2025,,Calidad,Reportes,3-Baja,Teléfono,usuario074@lafortuna.com.co,El informe muestra cifras distintas al sistema,,Reabierto,1
TK-00715,06/02/2025,,Infraestructura,Hardware,CRITICA,Correo,,El teclado dejó de responder,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,1
TK-00737,07/06/2026,29-Jun-2026,Comercial,Incidente,alta,Mesa de ayuda,usuario054@lafortuna.com.co,Caída total del sistema en la sede principal,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-00893,05/12/2025,,Operaciones,SOFTWARE,Alta,correo,usuario155@lafortuna.com.co,Necesito que instalen el visor de planos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00982,24/01/2026,,Aplicaciones,capacitación,ALTA,Correo,usuario150@lafortuna.com.co,Necesito material del curso de la semana pasada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,1
TK-01523,2025-03-28,,Operaciones,software,Media,Mesa de ayuda,usuario085@lafortuna.com.co,La versión instalada no coincide con la del área,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,3
TK-01421,2026-02-08,,Aplicaciones,,3-Baja,correo,usuario165@lafortuna.com.co,Pendiente por definir,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-00536,2026-05-28,,Comercial,Conectividad,alta,Mesa de ayuda,usuario101@lafortuna.com.co,Muy lenta la conexión en la bodega,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-01259,30/05/2025,03-Jul-2025,Infraestructura,hardware,3-Baja,Telefono,usuario162@lafortuna.com.co,Solicito reposición de diadema dañada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,
TK-01205,21/11/2025,,Operaciones,Gestión de accesos,1-Alta,Formulario web,usuario034@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01616,2026-06-22,,Contabilidad,Incidente,1-Alta,Mesa de ayuda,usuario031@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-01852,06-May-2025,2025-06-11,Contabilidad,Accesos,3-Baja,Teléfono,usuario061@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,0
TK-00138,22-Nov-2025,,Operaciones,VACACIONES,Media,Formulario web,usuario097@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-00327,2025-03-01,05/04/2025,Calidad,Aplicaciones,alta,formulario,usuario170@lafortuna.com.co,Error al guardar el formulario de ingreso,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-01002,25-Nov-2025,02/12/2025,Comercial,Conectividad,2-Media,formulario,usuario021@lafortuna.com.co,Sin internet en el segundo piso,Se adjunta captura de pantalla del mensaje de error recibido.,cerrado,1
TK-01108,2025-11-02,28/11/2025,Infraestructura,nómina,Media,Teléfono,usuario082@lafortuna.com.co,Diferencia en el pago de horas extras,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,1
TK-01445,26-Abr-2026,13-May-2026,Contabilidad,red,baja,Teléfono,usuario143@lafortuna.com.co,La VPN se desconecta cada media hora,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-00393,2025-02-15,,Talento Humano,Sin clasificar,2-Media,Formulario web,usuario027@lafortuna.com.co,Consulta general,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-00259,16-Oct-2025,,Calidad,Viáticos,Baja,Mesa de ayuda,usuario003@lafortuna.com.co,Cómo legalizo los viáticos del viaje a la costa,,Reabierto,2
TK-01237,23/03/2026,2026-04-04,Aplicaciones,incidente,Crítica,Formulario web,usuario121@lafortuna.com.co,Se cayó el servicio de facturación,,cerrado,0
TK-00039,31-May-2026,,Aplicaciones,OTROS,alta,Teléfono,usuario158@lafortuna.com.co,Solicitud varias ,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-01007,2025-05-15,11-Jun-2025,Infraestructura,ACCESOS,MEDIA,correo,usuario090@lafortuna.com.co,No puedo entrar al sistema Centrica,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-00911,2026-03-22,,Talento Humano,Gestión de accesos,alta,formulario,usuario145@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-00488,2025-10-13,,Comercial,Incidente,Critica,formulario,usuario148@lafortuna.com.co,Pérdida de información en el módulo de inventario,Requerimiento remitido por la jefatura del área para gestión.,REABIERTO,2
TK-00296,20/01/2025,,Operaciones,Gestion de accesos,MEDIA,Mesa de ayuda,usuario082@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,2
TK-01450,2026-02-07,,,incidente,Baja,Formulario web,usuario012@lafortuna.com.co,Los usuarios reportan lentitud generalizada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,2
TK-01580,23-Sep-2025,,Contabilidad,ACCESOS,Crítica,correo,usuario054@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-01744,23/09/2025,,Aplicaciones,reportes,1-Alta,Teléfono,usuario128@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,0
TK-00274,16/07/2025,,Infraestructura,Aplicaciones,MEDIA,Teléfono,usuario055@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,0
TK-01344,04-Mar-2025,09-Mar-2025,Infraestructura,Acceso,3-Baja,Teléfono,usuario029@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,
TK-00381,06-Abr-2026,19/04/2026,Aplicaciones,Vacaciones,MEDIA,Teléfono,usuario152@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,cerrado,0
TK-00570,2025-02-11,,Infraestructura,Viáticos,CRITICA,Correo,usuario098@lafortuna.com.co,Necesito anticipo para comisión,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00817,25-Dic-2025,2026-01-22,Talento Humano,Viáticos,MEDIA,Correo,usuario006@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-01826,22-Feb-2025,,,Conectividad,2-Media,Correo,usuario135@lafortuna.com.co,Muy lenta la conexión en la bodega,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00702,17-May-2025,2025-06-25,Calidad,Nomina,3-Baja,Formulario web,usuario005@lafortuna.com.co,Solicito certificado laboral con salario,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,1
TK-00445,01-Oct-2025,2025-10-13,Compras,Aplicaciones,Crítica,formulario,usuario122@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Requerimiento remitido por la jefatura del área para gestión.,CERRADO,1
TK-00264,24-May-2026,,Contabilidad,Informes,Alta,Teléfono,,Solicito exportar el listado a Excel,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00099,2026-03-06,,Comercial,SOFTWARE,ALTA,Mesa de ayuda,usuario109@lafortuna.com.co,La versión instalada no coincide con la del área,El caso fue reportado por teléfono y se registra para trazabilidad.,Escalado,0
TK-01216,17-Jun-2026,,Operaciones,ACCESOS,2-Media,Formulario web,usuario171@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-00086,29/11/2025,,Comercial,Accesos,Alta,Telefono,usuario048@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01383,19/04/2026,,,HARDWARE,CRITICA,correo,usuario042@lafortuna.com.co,El teclado dejó de responder,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-01555,2025-12-01,,Talento Humano,Nomina,MEDIA,Mesa de ayuda,usuario003@lafortuna.com.co,Error en el descuento de la quincena,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01868,2026-02-13,,Compras,Ordenes de compra,1-Alta,correo,usuario022@lafortuna.com.co,Necesito cotización para equipos de la bodega,Se adjunta captura de pantalla del mensaje de error recibido.,En proceso,0
TK-00908,2025-04-25,22/05/2025,Contabilidad,Capacitación,Alta,Correo,usuario037@lafortuna.com.co,Cuándo es la próxima inducción,El caso fue reportado por teléfono y se registra para trazabilidad.,CERRADO,0
TK-01802,14-Abr-2026,,Comercial,software,CRITICA,Mesa de ayuda,usuario033@lafortuna.com.co,Error al guardar el formulario de ingreso,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,1
TK-00012,27/02/2026,13-Mar-2026,Operaciones,compras,Media,Mesa de ayuda,usuario156@lafortuna.com.co,Estado de la orden de compra 4471,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,2
TK-00974,2025-08-28,,Talento Humano,hardware,MEDIA,correo,usuario103@lafortuna.com.co,El teclado dejó de responder,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,2
TK-01558,06/04/2025,2025-04-19,Comercial,Software,3-Baja,Mesa de ayuda,usuario015@lafortuna.com.co,Error al guardar el formulario de ingreso,El caso fue reportado por teléfono y se registra para trazabilidad.,CERRADO,0
TK-00129,2025-03-02,,Operaciones,informes,Media,Teléfono,usuario019@lafortuna.com.co,El reporte no incluye la sede nueva,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00733,08/11/2025,23/11/2025,Comercial,OTROS,baja,correo,usuario033@lafortuna.com.co,Solicitud varias,,reabierto,2
TK-00704,06/10/2025,,Talento Humano,Órdenes de compra,ALTA,correo,usuario114@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01612,2025-04-06,,Calidad,informes,ALTA,Teléfono,usuario035@lafortuna.com.co,Necesito el reporte de ventas del trimestre,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-00056,2025-01-20,,Comercial,Gestion de accesos,alta,Teléfono,usuario064@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Abierto,0
TK-00778,19/01/2026,,Comercial,Ordenes de compra,ALTA,Teléfono,usuario056@lafortuna.com.co,Estado de la orden de compra 4471,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-01953,24-Jul-2025,,Operaciones,ACCESOS,ALTA,correo,usuario178@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,1
TK-01172,28-Jul-2025,02-Sep-2025,Aplicaciones,RED,Baja,Telefono,usuario080@lafortuna.com.co,Sin internet en el segundo piso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,1
TK-00997,03-Abr-2026,,Contabilidad,Acceso,2-Media,Mesa de ayuda,usuario017@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,1
TK-01650,29-Jun-2026,,Calidad,Red,Baja,Formulario web,usuario117@lafortuna.com.co,Sin internet en el segundo piso,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,0
